"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS"
"ATENCION RECLAMO CENTRO CIVICO";10010;"B09";"BLOCK DE PRUEBA (220V)";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7B0992"
"ATENCION RECLAMO CENTRO CIVICO";10010;"B18";"BLOCK DE PRUEBA (380V)";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7B1843"
"ATENCION RECLAMO CENTRO CIVICO";10010;"B18";"BLOCK DE PRUEBA (380V)";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7B1866"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";15;"CONEXIÓN SUELTA";"T";"7C0215"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";16;"CORTADO-A";"T";"7C0216"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7C0269"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C30";"CHICOTE CAJA EMP.";7;"Cliente Subterráneo";15;"CONEXIÓN SUELTA";"T";"7C3015"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";7;"Cliente Subterráneo";8;"BAJO VOLTAJE";"T";"7D0208"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";7;"Cliente Subterráneo";78;"QUEDO IGUAL";"T";"7D0278"
"ATENCION RECLAMO CENTRO CIVICO";10010;"I01";"IND. O EDIFICIO";7;"Cliente Subterráneo";89;"SIN CORRIENTE";"T";"7I0189"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L06";"LINEA PARTICULAR";7;"Cliente Subterráneo";54;"MAL ESTADO";"T";"7L0654"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L12";"LIMITADOR EN EDIFICIO";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7L1269"
"ATENCION RECLAMO CENTRO CIVICO";10010;"M01";"MEDIDOR";7;"Cliente Subterráneo";61;"NO NORMALIZADO";"T";"7M0161"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";27;"DESTROZADO";"T";"7P2527"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";62;"NO OPERATIVO";"T";"7P2562"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";40;"FALLADO-A";"T";"7P2640"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7P2643"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";61;"NO NORMALIZADO";"T";"7P2661"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P27";"PROTECC LIMITADOR";7;"Cliente Subterráneo";29;"DESCONECTADO";"T";"7P2729"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P33";"PUENTE BLOCK PRUEBA (220V)";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7P3343"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P33";"PUENTE BLOCK PRUEBA (220V)";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P3392"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P40";"PLACA LOZA 60 AMP";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P4092"
"ATENCION RECLAMO CENTRO CIVICO";10010;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";40;"FALLADO-A";"T";"7T0140"
"ATENCION RECLAMO CENTRO CIVICO";10010;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";15;"CONEXIÓN SUELTA";"T";"7U0115"
"ATENCION RECLAMO CENTRO CIVICO";10010;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";16;"CORTADO-A";"T";"7U0116"
"ATENCION RECLAMO CENTRO CIVICO";10010;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";19;"CONEXIÓN FUNDIDA";"T";"7U0119"
"ATENCION RECLAMO CENTRO CIVICO";10010;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7U0143"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P06";"PAGODA";8;"Alumbrado Público";69;"OTRA FALLA";"T";"8P0669"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";3;"AISLADO-A";"T";"8P2203"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";48;"INCLINADO";"T";"8P2248"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L04";"LINEA APOYADA OTRA EMPR.";9;"Otra Empresa";69;"OTRA FALLA";"T";"9L0469"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P16";"POSTE DISTRIBUCION";9;"Otra Empresa";48;"INCLINADO";"T";"9P1648"
"ATENCION RECLAMO CENTRO CIVICO";10010;"T06";"TAPA DE CAMARILLA";9;"Otra Empresa";80;"QUEBRADO-A";"T";"9T0680"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P50";"PROTECC. ARRANQUE MT";1;"Red MT Aérea";66;"NORMALIZACION";"T";"1P5066"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C10";"CAMARILLA";5;"Red BT Subterránea";85;"REVISION";"T";"5C1085"
"ATENCION RECLAMO CENTRO CIVICO";10010;"M02";"MOLE";5;"Red BT Subterránea";66;"NORMALIZACION";"T";"5M0266"
"ATENCION RECLAMO CENTRO CIVICO";10010;"M02";"MOLE";5;"Red BT Subterránea";85;"REVISION";"T";"5M0285"
"ATENCION RECLAMO CENTRO CIVICO";10010;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";85;"REVISION";"T";"5T0685"
"ATENCION RECLAMO CENTRO CIVICO";10010;"A01";"ACOMETIDA";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6A0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"B01";"BAJADA EMPALME";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6B0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C30";"CHICOTE CAJA EMP.";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6C3066"
"ATENCION RECLAMO CENTRO CIVICO";10010;"N01";"NEUTRO";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6N0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6P2569"
"ATENCION RECLAMO CENTRO CIVICO";10010;"B09";"BLOCK DE PRUEBA (220V)";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7B0966"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C30";"CHICOTE CAJA EMP.";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7C3043"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";7;"Cliente Subterráneo";89;"SIN CORRIENTE";"T";"7D0289"
"ATENCION RECLAMO CENTRO CIVICO";10010;"E06";"EMPALME TRIFASICO";7;"Cliente Subterráneo";8;"BAJO VOLTAJE";"T";"7E0608"
"ATENCION RECLAMO CENTRO CIVICO";10010;"M01";"MEDIDOR";7;"Cliente Subterráneo";85;"REVISION";"T";"7M0185"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";40;"FALLADO-A";"T";"7P2540"
"ATENCION RECLAMO CENTRO CIVICO";10010;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7T0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"T04";"TAPA CAJA EMP.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7T0466"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L04";"LINEA APOYADA OTRA EMPR.";9;"Otra Empresa";16;"CORTADO-A";"T";"9L0416"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6D0269"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C30";"CHICOTE CAJA EMP.";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7C3092"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P33";"PUENTE BLOCK PRUEBA (220V)";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P3366"
"ATENCION RECLAMO CENTRO CIVICO";10010;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7U0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L04";"LINEA APOYADA OTRA EMPR.";9;"Otra Empresa";3;"AISLADO-A";"T";"9L0403"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C07";"CAJA EMP. MONOFASICA";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7C0766"
"ATENCION RECLAMO CENTRO CIVICO";10010;"I01";"IND. O EDIFICIO";7;"Cliente Subterráneo";85;"REVISION";"T";"7I0185"
"ATENCION RECLAMO CENTRO CIVICO";10010;"N01";"NEUTRO";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7N0166"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P10";"PLACA LOZA 25 AMP.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P1066"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P2592"
"ATENCION RECLAMO CENTRO CIVICO";10010;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";26;"DESTEMPLADO";"T";"9L0226"
"ATENCION RECLAMO CENTRO CIVICO";10010;"S03";"SECTOR";4;"Red BT Aérea";85;"REVISION";"T";"4S0385"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P26";"PROTECC EMP. 380V";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6P2666"
"ATENCION RECLAMO CENTRO CIVICO";10010;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";16;"CORTADO-A";"T";"6A0216"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7P2543"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";29;"DESCONECTADO";"T";"7P2529"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7P2569"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P2666"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7D0269"
"ATENCION RECLAMO CENTRO CIVICO";10010;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6A0266"
"ATENCION RECLAMO CENTRO CIVICO";10010;"C30";"CHICOTE CAJA EMP.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7C3066"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6P2566"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";6;"Cliente Aéreo";45;"FALLA EN INSTALACION CLIENTE";"T";"6D0245"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";6;"Cliente Aéreo";85;"REVISION";"T";"6D0285"
"ATENCION RECLAMO CENTRO CIVICO";10010;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P2566"
"ATENCION RECLAMO CENTRO CIVICO";10010;"D02";"DOMICILIO";7;"Cliente Subterráneo";85;"REVISION";"T";"7D0285"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"S03";"SECTOR";4;"Red BT Aérea";0;"NORMAL";"T";"4S0300"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C03";"CAJA DISTRIB BT SUBTERRANEA";5;"Red BT Subterránea";37;"EN ATENCION";"T";"5C0337"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C09";"CAMARA";5;"Red BT Subterránea";37;"EN ATENCION";"T";"5C0937"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C10";"CAMARILLA";5;"Red BT Subterránea";0;"NORMAL";"T";"5C1000"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"S03";"SECTOR";5;"Red BT Subterránea";0;"NORMAL";"T";"5S0300"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C07";"CAJA EMP. MONOFASICA";6;"Cliente Aéreo";93;"SERVICIO REPUESTO";"T";"6C0793"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";93;"SERVICIO REPUESTO";"T";"6D0293"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";37;"EN ATENCION";"T";"7C0237"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";88;"SERVICIO CORTADO";"T";"7D0288"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"M01";"MEDIDOR";7;"Cliente Subterráneo";0;"NORMAL";"T";"7M0100"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"L09";"LUMINARIA";8;"Alumbrado Público";0;"NORMAL";"T";"8L0900"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";37;"EN ATENCION";"T";"4L0237"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";37;"EN ATENCION";"T";"4P1637"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";2;"NO SE UBICA";"T";"6D0202"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";37;"EN ATENCION";"T";"6D0237"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";57;"VERIFICACION DE DOMICILIO";"T";"6D0257"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";37;"EN ATENCION";"T";"7D0237"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"S03";"SECTOR";4;"Red BT Aérea";37;"EN ATENCION";"T";"4S0337"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"C07";"CAJA EMP. MONOFASICA";7;"Cliente Subterráneo";93;"SERVICIO REPUESTO";"T";"7C0793"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";57;"VERIFICACION DE DOMICILIO";"T";"7D0257"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";93;"SERVICIO REPUESTO";"T";"7D0293"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";2;"NO SE UBICA";"T";"7D0202"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";0;"NORMAL";"T";"6D0200"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"S03";"SECTOR";5;"Red BT Subterránea";37;"EN ATENCION";"T";"5S0337"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";6;"Cliente Aéreo";1;"CERRADO";"T";"6D0201"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";0;"NORMAL";"T";"7D0200"
"ATENCION RECLAMO CENTRO CIVICO FALSA ALARMA";3337;"D02";"DOMICILIO";7;"Cliente Subterráneo";1;"CERRADO";"T";"7D0201"
